IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label,Attack
192.168.100.149,36688,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48390,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39592,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53738,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36690,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48392,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39594,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53740,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36692,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48394,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39596,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53742,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36694,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48396,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39598,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53744,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36696,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48398,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39600,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53746,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36698,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48400,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39602,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53748,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36700,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48402,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39604,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53750,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36702,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48404,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39606,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53752,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36704,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48406,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39608,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53754,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36706,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48408,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53756,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39610,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36708,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48410,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53758,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39612,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36710,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48412,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39614,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53760,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36712,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48414,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39616,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53762,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36714,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48416,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39618,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53764,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36716,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48418,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39620,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53766,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36718,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48420,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53768,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39622,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36720,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.3,3306,192.168.100.147,48422,6,0,497,434,6,7,27,4294769,0,Benign
192.168.100.148,39624,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.3,3306,192.168.100.150,53770,6,0,497,434,6,7,27,4294768,0,Benign
192.168.100.149,36722,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48424,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39626,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53772,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36724,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48426,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39628,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53774,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36726,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48428,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39630,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53776,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48430,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39632,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53778,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36730,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48432,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39634,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53780,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36732,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48434,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39636,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53782,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36734,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48436,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39638,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53784,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36736,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48438,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39640,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53786,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36738,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48440,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39642,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53788,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36740,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48442,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53790,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39644,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36742,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48444,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39646,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53792,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36744,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48446,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39648,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53794,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36746,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48448,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53796,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39650,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36748,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48450,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53798,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39652,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36750,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48452,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53800,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39654,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36752,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48454,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53802,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39656,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36754,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.147,48456,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.148,39658,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53804,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36756,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48458,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39660,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53806,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36758,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48460,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39662,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53808,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36760,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48462,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39664,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53810,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36762,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48464,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39666,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53812,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36764,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48466,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39668,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.150,53814,192.168.100.3,3306,6,0,434,497,7,6,27,4294765,0,Benign
192.168.100.149,36766,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48468,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39670,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53816,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36768,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48470,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39672,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53818,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36770,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48472,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39674,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53820,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.3,3306,192.168.100.149,36772,6,0,497,434,6,7,27,4294769,0,Benign
192.168.100.147,48474,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39676,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53822,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36774,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48476,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39678,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53824,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36776,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48478,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39680,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53826,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36778,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48480,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39682,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53828,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36780,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48482,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39684,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53830,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36782,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48484,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39686,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53832,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36784,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48486,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39688,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53834,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36786,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.147,48488,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39690,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53836,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36788,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48490,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39692,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53838,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36790,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48492,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39694,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53840,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.3,3306,192.168.100.149,36792,6,0,497,434,6,7,27,4294769,0,Benign
192.168.100.147,48494,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39696,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53842,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36794,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48496,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39698,192.168.100.3,3306,6,0,434,497,7,6,27,4294765,0,Benign
192.168.100.150,53844,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36796,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48498,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53846,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39700,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36798,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48500,192.168.100.3,3306,6,0,434,497,7,6,27,4294770,0,Benign
192.168.100.150,53848,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39702,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36800,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48502,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53850,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39704,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36802,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48504,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53852,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39706,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36804,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48506,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53854,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.148,39708,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36806,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48508,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53856,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39710,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36808,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48510,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53858,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39712,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36810,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48512,192.168.100.3,3306,6,0,434,497,7,6,27,4294766,0,Benign
192.168.100.150,53860,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39714,192.168.100.3,3306,6,0,434,497,7,6,27,4294764,0,Benign
192.168.100.149,36812,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48514,192.168.100.3,3306,6,0,434,497,7,6,27,4294766,0,Benign
192.168.100.150,53862,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39716,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36814,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48516,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.150,53864,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39718,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36816,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48518,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.150,53866,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39720,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36818,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48520,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53868,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39722,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36820,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48522,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53870,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39724,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36822,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48524,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53872,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39726,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36824,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48526,192.168.100.3,3306,6,0,434,497,7,6,27,4294770,0,Benign
192.168.100.150,53874,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39728,192.168.100.3,3306,6,0,434,497,7,6,27,4294767,0,Benign
192.168.100.149,36826,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48528,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53876,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39730,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36828,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48530,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53878,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39732,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36830,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48532,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53880,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39734,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36832,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48534,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.150,53882,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39736,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.149,36834,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48536,192.168.100.3,3306,6,0,434,497,7,6,27,4294770,0,Benign
192.168.100.150,53884,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.148,39738,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36836,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.147,48538,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.150,53886,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.148,39740,192.168.100.3,3306,6,0,434,497,7,6,27,4294768,0,Benign
192.168.100.149,36838,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
192.168.100.147,48540,192.168.100.3,3306,6,0,434,497,7,6,27,4294769,0,Benign
